"Double 
Checked?",survey_date,spawn_start_date,spawn_end_date,region,side,map#,point_id,location,weather,time_start,time_end,tide_time_start ,tide_time_end,tide_start,tide_end,method,water_conditions,max_vert_visibility_m,sea_conditions,length_m,average_width_m,grass_layers,grass_%substrate,RW_layers,RW_%substrate,kelp_layers,kelp_%substrate,BA_layers,BA_%substrate,LR_layers,LR_%substrate,SR_layers,SR_%substrate,RK_layers,RK_%substrate,O,O_%substrate,Other substrate details ,estimated%_of_spawn_area_bare,notes,Source
TRUE,4/8/2002,3/31/2002,,Tribune Channel,,B1,,Bond Sound,,,,,,,,,,,,10,1,,,0.15,1,,,,,,,,,,,,,,0.2,"we saw this area go off, just a light cover
very light spawn we likely would have missed it if we hadn't seen it spawn (very bottom of kelp column)",
TRUE,4/8/2002,3/31/2002,,Tribune Channel,,B1,,Bond Sound,,,,,,,,,,,,28,1.5,,,0.25,1,,,,,,,,,,,,,,0.1,"we saw this area go off, just a light cover
very light spawn we likely would have missed it if we hadn't seen it spawn (very bottom of kelp column)",
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,30,1,,,0.5,1,,,,,,,,,,,,,,0.05,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,20,2,,,1,0.95,,,,,,,,,,0.05,,,,0.1,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,40,2,,,1.5,0.9,,,,,,,,,,0.1,,,,0.1,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,70,10,,,1,,,1,,,,,,,,,,,,0.3,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,120,2,,,1,0.95,,,,,,,,,,0.5,,,,0.2,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,500,2,,,0.5,1,,,,,,,,,,,,,,0.2,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,350,1,,,0.5,1,,,,,,,,,,,,,,0.1,,
TRUE,4/9/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Brown Point,,,,,,,,,,,,47,3,,,1,0.9,,,,,,,,,,0.1,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,725,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,110,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,30,4,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,60,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,20,4,,,1,0.95,,,,,,,,,1,0.05,,,,0.05,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,20,30,,,,,,,,,,,,,3,1,,,,0.3,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,10,2,,,2,0.9,,,,,,,,,1,0.1,,,,0.05,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,300,3,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,60,5,,,1,0.8,,,,,,,,,,,,,,0.1,2/0.2 wood,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,95,15,1,0.1,1.5,0.8,,,,,,,,,1,0.1,,,,0.2,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,60,15,1,0.1,1,0.9,,,,,,,,,,,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,30,10,1,0.1,1.5,0.9,,,,,,,,,,,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,130,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,420,1,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,130,1,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,20,2,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,40,10,,,,,2,1,,,,,,,,,,,,0.15,,
TRUE,4/9/2002,3/30/2002,4/2/2002,Thompson Sound,,TS1,,creek,,,,,,,,,,,,20,1,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/10/2002,4/2/2002,,Beaver Harbour,,BH1,,,overcast,8:00,11:00,7:25,,5.9,,"walk, boat, viewer, rake",clear,5,choppy,720,10,,,,,1,1,,,,,,,,,,,,0.3,,
TRUE,4/10/2002,4/2/2002,,Beaver Harbour,,BH1,,,overcast,8:00,11:00,7:25,,5.9,,"walk, boat, viewer, rake",clear,5,choppy,30,4,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,4/10/2002,4/2/2002,,Beaver Harbour,,BH1,,,overcast,8:00,11:00,7:25,,5.9,,"walk, boat, viewer, rake",clear,5,choppy,20,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/16/2002,4/15/2002,4/16/2002,Tribune Channel,,T2,,,sunny,11:00,12:00,10:33,,3.3,,"boat, viewer, rake",clear,5,calm,70,6,,,,,1,1,,,,,,,,,,,,0.2,"all spawn observed was recorded
this was the second spawn in this area, must have just happened lots of birds in the area
",
TRUE,4/16/2002,4/15/2002,4/16/2002,Tribune Channel,,T2,,,sunny,11:00,12:00,10:33,,3.3,,"boat, viewer, rake",clear,5,calm,40,6,,,,,2,1,,,,,,,,,,,,0.1,"all spawn observed was recorded
this was the second spawn in this area, must have just happened lots of birds in the area
",
TRUE,4/16/2002,4/15/2002,4/16/2002,Tribune Channel,,T2,,,sunny,11:00,12:00,10:33,,3.3,,"boat, viewer, rake",clear,5,calm,50,1,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,"all spawn observed was recorded
this was the second spawn in this area, must have just happened lots of birds in the area
",
TRUE,4/16/2002,4/15/2002,4/16/2002,Tribune Channel,,T2,,,sunny,11:00,12:00,10:33,,3.3,,"boat, viewer, rake",clear,5,calm,50,1,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,"all spawn observed was recorded
this was the second spawn in this area, must have just happened lots of birds in the area
",
TRUE,4/16/2002,4/15/2002,4/16/2002,Tribune Channel,,T2,,,sunny,11:00,12:00,10:33,,3.3,,"boat, viewer, rake",clear,5,calm,65,2,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,"all spawn observed was recorded
this was the second spawn in this area, must have just happened lots of birds in the area
",
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,125,20,,,3,0.9,,,,,,,,,1,0.1,,,,0.2,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,230,3,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,374,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,57,18,,,2,0.9,,,,,,,,,1,0.1,,,,0.05,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,4,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,west_side,W1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,72,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,east_side,E1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,500,4,,,,,1.5,0.9,,,,,,,1,0.1,,,,0.2,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,east_side,E1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,3,,,,,1,0.9,,,,,,,1,0.1,,,,0.1,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,east_side,E1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,50,2,,,,,1,0.9,,,,,,,1,0.1,,,,0.1,25% hatched,
TRUE,4/18/2002,3/27/2002,3/29/2002,Knight Inlet,east_side,E1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,170,4,,,,,2,0.8,,,,,,,1,0.2,,,,0.1,25% hatched,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,25,2,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.2,"30% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.3,"30% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,1,,,0.25,1,,,,,,,,,,,,,,0.2,"30% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,150,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,"30% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Axe,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,150,1,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.1,"30% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Hill CR,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,210,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.15,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Hill CR,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,250,1,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.2,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,CR Mouth,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,220,15,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,CR Mouth,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,1000,6,,,1,0.9,,,,,,,,,1,0.1,,,,0.15,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,CR Mouth,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,2119,1,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.3,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,CR Mouth,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,70,2,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.1,"25% hatched
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,North West,,,,,,,,,,,,20,1,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,North West,,,,,,,,,,,,50,5,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers Cabin,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,25,2,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers Cabin,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.3,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers Cabin,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,60,1,,,0.25,1,,,,,,,,,,,,,,0.2,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers Cabin,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,150,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,4/18/2002,3/27/2002,,Knight Inlet,west_side,W2,,Bakers Cabin,sunny,,,,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,150,1,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,4/18/2002,3/27/2002,,Franklin Flats,,FF1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,430,20,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,"25% hatched
day or so after our last visit
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Franklin Flats,,FF1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,250,20,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,"25% hatched
day or so after our last visit
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Franklin Flats,,FF1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,1560,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,"25% hatched
day or so after our last visit
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/18/2002,3/27/2002,,Franklin Flats,,FF1,,,sunny,9:00,15:00,11:45,,4.1,,"walk, boat, viewer, rake",glacial,0,calm,100,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.15,"25% hatched
day or so after our last visit
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,55,2,,,1,0.9,,,,,,,,,1,0.1,,,,0.15,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,60,1,,,1,0.8,,,,,,,,,1,0.2,,,,0.1,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,30,2,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.2,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,55,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,100,3,,,2,0.8,,,,,,,,,1,0.1,,,,0.15,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,350,NA,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.2,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,210,2,,,0.25,1,,,,,,,,,,,,,,0.3,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,80,1,,,0.1,0.9,,,,,,,,,1,0.1,,,,0.15,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,130,1,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,110,10,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.05,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002",
TRUE,4/19/2002,3/27/2002,,Knight Inlet,west_side,W3,,,sunny,12:55,,,,4.9,,"walk, boat, viewer, rake",glacial,0,calm,40,5,,,1.5,0.8,,,,,,,,,,,1,0.2,,0.05,"all spawn was recorded
estimated spawn date is March 27, 2002 to March 29, 2002
0 - spawn on wood?",
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E1,,,,,,,,,,,,,10,1,,,2.5,0.75,,,,,,,,,2,0.25,,,,0.05,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E2,,,,,,,,,,,,,10,1,,,1.5,0.85,,,,,,,,,1,0.15,,,,0.15,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E3,,,,,,,,,,,,,30,0.5,,,1,0.95,,,,,,,,,1,0.05,,,,0.05,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E4,,,,,,,,,,,,,100,1,,,0.5,1,,,,,,,,,,,,,,0.3,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E5,,,,,,,,,,,,,60,1,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E6,,,,,,,,,,,,,300,0.5,,,0.25,1,,,,,,,,,,,,,,0.3,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E7,,,,,,,,,,,,,150,1,,,0.5,1,,,,,,,,,,,,,,0.2,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E8,,,,,,,,,,,,,907,1.5,,,1.5,0.7,,,,,,,,,1,0.3,,,,0.3,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E9,,,,,,,,,,,,,3574,1.5,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E10,,,,,,,,,,,,,10,2,,,2,0.9,,,,,,,,,1,0.1,,,,0.05,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E11,,,,,,,,,,,,,30,4,,,2,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E12,,,,,,,,,,,,,60,6,,,2,0.8,,,,,,,,,1,0.1,,,,0.05,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E16,,,,,,,,,,,,,400,2,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E17,,,,,,,,,,,,,100,2,,,0.5,1,,,,,,,,,,,,,,0.2,,
TRUE,3/17/2003,3/2/2003,,Knight Inlet,east_side,,E18,,,,,,,,,,,,,100,1,,,0.25,1,,,,,,,,,,,,,,0.25,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W1,,,,,,,,,,,,,402,3,,,4,0.8,,,,,,,,,2,0.2,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W2,,,,,,,,,,,,,507,2,,,2.5,0.75,,,,,,,,,2,0.25,,,,0.15,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W3,,,,,,,,,,,,,30,5,,,2.5,0.9,,,,,,,,,1,0.1,,,,0.05,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W4,,,,,,,,,,,,,210,3,,,2,0.75,,,,,,,,,1,0.05,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W5,,,,,,,,,,,,,337,1,,,2.5,0.9,,,,,,,,,2,0.1,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W6,,,,,,,,,,,,,175,4,,,5,0.9,,,,,,,,,2,0.1,,,,0.05,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W7,,,,,,,,,,,,,200,5,,,3,0.9,,,,,,,,,1,0.1,,,,0.05,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W8,,,,,,,,,,,,,100,3,,,3,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W9,,,,,,,,,,,,,448,1,,,2,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W10,,,,,,,,,,,,,1004,1,,,2,1,,,,,,,,,,,,,,0.4,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W11,,,,,,,,,,,,,550,1.5,,,2,0.9,,,,,,,,,1,0.1,,,,0.35,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W12,,,,,,,,,,,,,150,1.5,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,2 spotes = 150 total length,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W13,,,,,,,,,,,,,633,1,,,4,0.9,,,,,,,,,2,0.1,,,,0.4,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W14,,,,,,,,,,,,,320,2,,,4,0.8,,,,,,,,,2,0.2,,,,0.2,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W15,,,,,,,,,,,,,30,1,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W16,,,,,,,,,,,,,20,2,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W17,,,,,,,,,,,,,150,1,,,2,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W18,,,,,,,,,,,,,1000,1,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.2,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W19,,,,,,,,,,,,,60,15,,,3.5,0.9,,,,,,,,,2,0.1,,,,0.05,"estimated 40% mortality due to frost
dead eggs found on April 11, 12, 13 survey",
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W20,,,,,,,,,,,,,110,6,,,2.5,0.9,,,,,,,,,1,0.2,,,,0.25,"estimated 40% mortality due to frost
dead eggs found on April 11, 12, 13 survey",
TRUE,3/18/2003,3/2/2003,,Knight Inlet,west_side,,W21,,,,,,,,,,,,,85,3,,,2,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,east_side,,E13,,,,,,,,,,,,,250,6,,,5,0.7,,,,,,,,,2,0.3,,,,0.1,"estimated 25% dead eggs due to frost was found on April 11, 12, 13 survey
new",
TRUE,3/18/2003,3/2/2003,,Knight Inlet,east_side,,E14,,,,,,,,,,,,,300,4,,,4,0.7,,,,,,,,,2,0.3,,,,0.1,,
TRUE,3/18/2003,3/2/2003,,Knight Inlet,east_side,,E15,,,,,,,,,,,,,60,10,,,6,0.6,,,,,,,,,2,0.4,,,,0.05,new,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E1,,,12:30,,,,3.9,,,,,,70,12,,,0.25,1,,,,,,,,,,,,,,0.15,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E2,,,12:30,,,,3.9,,,,,,210,5,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E3,,,12:30,,,,3.9,,,,,,110,8,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E4,,,12:30,,,,3.9,,,,,,754,5,,,1,0.95,,,,,,,,,1,0.05,,,,0.2,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E5,,,12:30,,,,3.9,,,,,,457,2,,,2,1,,,,,,,,,,,,,,0.2,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E6,,,12:30,,,,3.9,,,,,,548,3,,,2.5,0.9,,,,,,,,,1,0.1,,,,0.1,1st spawn east side,
TRUE,3/24/2003,3/14/2003,3/15/2003,Wakeman Sound,east_side,,E7,,,12:30,,,,3.9,,,,,,1543,5,,,3,0.75,,,,,,,,,2,0.2,1,0.05,,0.1,1st spawn east side,
